Date,LTE Cell Group,Integrity,VOLTE Traffic Erl,Connected User Avg (VoIP),DL Active User Avg (VoIP),DL Throughput QCI.1 Mbps (VoIP),SRVCC Success Rate Overall,SRVCC Success Rate Overall (E2G),SRVCC Success Rate Overall (E2W),Mobily VoLTE Call Drop%,E-RAB Setup Success Rate QCI.1 (VoIP),UL Mute call %(%),DL Mute call %(%),UL Packet Loss Rate QCI.1 (VoIP),UL Packet Loss Rate QCI.5 (VoIP),DL Packet Loss Rate QCI.5 (VoIP),DL Packet Loss Rate QCI.1 (VoIP),E2E VQI Avg (VoIP),DL VQI Avg (VoIP),UL VQI Avg (VoIP),QCI1 DL IBLER(%),QCI1 UL IBLER(%),UEs in the DRX sleep state Ratio,SRVCC Failuers,L.E-RAB.AbnormRel.MMETot.VoIP,L.E-RAB.AbnormRel.MME.HOOut.QCI.1,L.E-RAB.AbnormRel.MME.EUtranGen.VoIP,L.Voice.DL.PktNum.AMRNB.12.2,L.Voice.DL.PktNum.AMRWB.23.85,L.Cell.Unavail.Dur.Sys(s),Cell.Availability(%),Availability Duration(s),VOLTE Thrpt Lic Failures,SRVCC E2W Failures,SRVCC E2G Failures
11/1/2023,Jazan Province,45231Jazan Province,38225.1314,1851.1281,680.3674,0.5076,97.1837,94.7188,97.6418,0.3354,99.9624,0.0882,0.0983,0.0732,0.0099,0.015,0.0319,3.5364,3.569,3.5745,2.4335,3.7608,71.1741,1259,9628,969,5716,2196385345,887271685,1805055,99.482,330339465,0,889,370
11/1/2023,Aseer Province,45231Aseer Province,50466.4864,2382.7352,904.8479,0.5107,97.7601,96.2808,97.9361,0.3047,99.9674,0.0565,0.0658,0.0545,0.0127,0.0273,0.0289,3.5198,3.5517,3.5714,2.2329,3.794,71.9907,906,9194,805,5807,3230852630,1198745243,726070,99.8974,683277790,0,746,160
11/1/2023,Najran Province,45231Najran Province,16107.1506,758.2303,290.0287,0.503,98.1937,97.9279,98.2688,0.2427,99.9744,0.0555,0.0631,0.0483,0.0231,0.0281,0.0229,3.5166,3.5478,3.5636,2.1126,3.7934,71.9329,273,2166,225,1569,1037752094,360678777,3149460,98.3991,190023230,0,204,69
11/2/2023,Khamis Mushait,45232Khamis Mushait,14768.4845,702.5512,269.0327,0.5142,96.015,93.1034,96.2688,0.2585,99.9707,0.0489,0.0562,0.0503,0.0031,0.0091,0.0276,3.5255,3.5572,3.5761,1.9073,3.7378,72.735,245,1681,110,1303,981902009,377872877,102975,99.9406,166096815,0,211,34
11/2/2023,Bishah,45232Bishah,2825.4429,132.9367,51.505,0.5087,97.2919,97.1831,97.3099,0.2644,99.983,0.0404,0.0579,0.0305,0.0027,0.0139,0.0248,3.5059,3.5371,3.5676,3.0782,3.3086,72.7762,27,502,27,322,189418536,62515472,845,99.9986,57800755,0,23,4
11/2/2023,Southern Region_FDD,45232Southern Region_FDD,102395.5641,4885.3708,1836.6207,0.5084,97.6701,96.3018,97.9008,0.3035,99.9673,0.0664,0.0772,0.0598,0.0139,0.0221,0.0285,3.5242,3.556,3.5699,2.2486,3.7536,71.5655,2292,20181,1729,12953,6353630103,2387778869,2461535,99.6584,710970105,0,1767,525
11/2/2023,Southern Region_TDD,45232Southern Region_TDD,224.1995,15.1161,4.466,0.4675,95.6754,94.1003,95.9976,1.9322,99.9428,0.9836,0.3277,0.5035,0.0276,0.0634,0.1929,3.4688,3.5036,3.4629,3.9435,6.556,56.6331,259,653,283,426,13077071,4433680,4056225,99.3383,564100020,0,199,60
11/2/2023,Western Region_FDD,45232Western Region_FDD,15427.0916,726.1498,269.5223,0.5667,96.5203,97.2258,96.4577,0.6488,99.9658,0.1116,0.1134,0.0979,0.1364,0.0777,0.0282,3.634,3.6623,3.6371,2.6316,3.9094,62.8967,985,7223,1106,2981,682134234,574836163,884815,99.2194,110961940,0,921,64
11/2/2023,Western Region_TDD,45232Western Region_TDD,10.9792,0.5442,0.1813,0.4399,92.4901,95.4545,92.2078,1.3908,100,0.4969,1.4225,0.1333,0.013,0.1207,0.4127,3.4242,3.4555,3.5097,5.1246,4.6267,59.7925,19,24,7,8,462970,163672,64310,97.674,2673850,0,18,1
11/2/2023,Abha,45232Abha,8958.7696,424.4116,163.3175,0.5189,97.6253,91.0448,98.1261,0.2677,99.9662,0.0418,0.0582,0.0407,0.0146,0.0151,0.0305,3.5289,3.5643,3.5867,1.9772,3.7836,73.6978,90,1341,56,1014,578957958,234560594,28505,99.9825,154713895,0,66,24
11/2/2023,Southern Region All,45232Southern Region All,118057.8345,5627.1808,2110.7903,0.5161,97.3255,96.2946,97.4822,0.3489,99.9661,0.0738,0.0827,0.0656,0.0275,0.0301,0.0288,3.539,3.5703,3.5784,2.3037,3.7823,70.6473,3555,28081,3125,16368,7049304378,2967212384,7466885,99.4849,1388705915,0,2905,650
11/2/2023,Southern Region,45232Southern Region,102619.7637,4900.4869,1841.0867,0.5083,97.5556,96.1546,97.7947,0.3123,99.9661,0.0681,0.0777,0.0607,0.0146,0.0243,0.0288,3.5241,3.5559,3.5697,2.2512,3.7611,71.5252,2551,20834,2012,13379,6366707174,2392212549,6517760,99.5112,1275070125,0,1966,585
11/2/2023,Muhayel,45232Muhayel,2031.9413,95.2801,36.765,0.4917,98.6919,96.7742,98.8309,0.3616,99.9803,0.0593,0.0665,0.0508,0.0016,0.0225,0.0226,3.489,3.52,3.541,2.1118,3.7847,70.8334,18,554,48,306,133688828,36460328,3540,99.991,37580460,0,15,3
11/2/2023,Sabya,45232Sabya,4952.7904,239.8394,91.9432,0.5121,96.8685,96.7742,96.8742,0.3258,99.942,0.106,0.1256,0.0613,0.0069,0.0211,0.0341,3.5455,3.5803,3.5791,2.0874,3.9612,71.8042,136,1070,72,754,291701284,125787050,148630,99.6666,41305475,0,128,8
11/2/2023,Abu Arish,45232Abu Arish,3430.4332,164.4761,62.2688,0.5005,98.5449,98.3146,98.5836,0.2405,99.9333,0.0843,0.0885,0.0625,0.0046,0.0118,0.0283,3.5183,3.5509,3.5608,2.5713,3.9676,74.8902,36,477,56,357,215794701,73849075,2515,99.9944,42215585,0,30,6
11/2/2023,Najran,45232Najran,11080.1155,524.022,200.9966,0.5016,97.8735,92.2124,98.3665,0.1855,99.9746,0.0478,0.057,0.0405,0.0079,0.0084,0.0225,3.522,3.5535,3.5706,2.0629,3.8562,72.7782,150,1141,84,849,715477756,254048673,1829980,98.6291,128152460,0,106,44
11/2/2023,Jizan,45232Jizan,10653.8502,511.0123,183.6246,0.5044,98.4789,97.6427,98.5817,0.2379,99.9715,0.0715,0.0793,0.0517,0.0071,0.011,0.0341,3.5437,3.5772,3.5921,2.2157,3.282,73.6873,112,1490,85,1078,645470928,273762874,219715,99.7639,86772545,0,93,19
11/2/2023,Southern Remote,45232Southern Remote,42371.5125,2028.526,753.9043,0.508,97.6657,96.516,97.9044,0.3833,99.9662,0.0811,0.0893,0.0777,0.0242,0.0374,0.0292,3.519,3.5494,3.5585,2.4409,3.8294,69.1576,1598,12071,1337,7034,2518051559,914089042,3124595,99.3763,490110300,0,1188,410
11/2/2023,Western Region,45232Western Region,15438.0708,726.694,269.7036,0.5666,96.4846,97.2091,96.4203,0.6497,99.9659,0.1118,0.1141,0.0979,0.1361,0.0778,0.0284,3.6338,3.6622,3.637,2.6329,3.9099,62.8959,1004,7247,1113,2989,682597204,574999835,949125,99.1826,113635790,0,939,65
11/2/2023,Remote Jizan,45232Remote Jizan,19449.1785,944.3203,346.9131,0.5078,97.2931,95.2414,97.7093,0.3824,99.969,0.0883,0.0987,0.087,0.0072,0.0172,0.0294,3.5287,3.5598,3.5645,2.5585,3.8364,68.2721,931,6012,640,3496,1077142767,412275248,1040070,99.3871,165275350,0,655,276
11/2/2023,Remote Najran,45232Remote Najran,5732.6022,271.1044,104.9272,0.5125,98.4986,98.9463,98.3099,0.3213,99.9716,0.0696,0.0749,0.0612,0.0301,0.0568,0.0219,3.5051,3.5334,3.5415,2.4526,3.716,69.5544,149,1113,160,758,362837489,118185933,1546765,98.0709,77961075,0,118,31
11/2/2023,Remote Aseer,45232Remote Aseer,17189.7318,813.1014,302.0641,0.5067,97.8542,96.5962,98.0345,0.4062,99.9606,0.0768,0.0839,0.0727,0.0388,0.0522,0.0314,3.513,3.5433,3.5575,2.3022,3.8582,70.045,518,4946,537,2780,1078071303,383627861,537760,99.7858,246873875,0,415,103
11/2/2023,Southern City,45232Southern City,58701.8275,2794.5294,1059.4534,0.5087,97.5734,95.2205,97.8021,0.2511,99.9668,0.0584,0.0688,0.0479,0.0068,0.0121,0.0285,3.5276,3.5604,3.5774,2.1208,3.6978,73.033,814,8256,538,5983,3752412000,1438856943,2336705,99.6893,714637990,0,672,142
11/2/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45232Cluster=Aseer CL1,Rule Name=Opt Clusters",12507.6879,592.3981,224.7463,0.516,97.9551,95.3748,98.1768,0.3101,99.9661,0.0517,0.0639,0.0478,0.0176,0.028,0.0326,3.5299,3.5645,3.5852,2.0798,3.7927,72.8964,162,2336,116,1601,805222263,326946195,279520,99.8767,217054370,0,133,29
11/2/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45232Cluster=Aseer CL2,Rule Name=Opt Clusters",21783.3927,1034.766,389.8485,0.5101,96.2843,92.4071,96.6737,0.2711,99.9691,0.0535,0.0582,0.0578,0.0284,0.0308,0.0286,3.5229,3.5547,3.5729,2.0044,3.8896,71.9224,504,3109,304,2161,1422146331,537504184,142400,99.942,236732605,0,410,94
11/2/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45232Cluster=Aseer CL3,Rule Name=Opt Clusters",5912.4219,280.7483,108.785,0.5057,98.313,97.7632,98.368,0.4525,99.9597,0.0663,0.0922,0.0574,0.0126,0.0384,0.0233,3.4955,3.5254,3.5469,2.3342,3.6038,70.3559,141,1986,196,1102,372474808,111908603,292885,99.7406,110068275,0,124,17
11/2/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45232Cluster=Jizan CL1,Rule Name=Opt Clusters",19673.9191,949.3094,343.7744,0.5056,97.7665,96.9819,97.8995,0.2987,99.9691,0.0786,0.0867,0.0728,0.0061,0.016,0.0335,3.5376,3.5704,3.5785,2.4392,3.5764,71.7384,536,4129,328,2635,1147333812,469610424,803340,99.5455,168666120,0,431,105
11/2/2023,"Cluster=USF8 CL1,Rule Name=Opt Clusters","45232Cluster=USF8 CL1,Rule Name=Opt Clusters",15.8949,0.7849,0.2922,0.5952,97.4359,100,97.1429,0.6141,100,0.2136,0.1882,0.1275,0.1044,0.0913,0.0272,3.6653,3.693,3.7617,2.5613,3.3292,72.8582,1,14,3,5,748036,682433,0,100,604800,0,1,0
11/2/2023,"Cluster=USF8 CL2,Rule Name=Opt Clusters","45232Cluster=USF8 CL2,Rule Name=Opt Clusters",41.8382,1.9177,0.6605,0.4579,88.8889,,88.8889,0,100,0.02,0.0231,0.0229,0,0.0014,0.0044,3.4802,3.4988,3.5165,1.5346,3.491,57.1055,1,0,0,0,3241407,858248,0,100,345600,0,1,0
11/2/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45232Cluster=Aseer CL4,Rule Name=Opt Clusters",7666.9629,359.2235,137.9777,0.5106,98.5409,98.31,98.5895,0.3402,99.9742,0.0734,0.0793,0.0572,0.005,0.0172,0.0273,3.5027,3.5305,3.5426,2.7979,3.5287,71.5969,144,1881,191,1021,488896383,159862125,16230,99.987,121623870,0,115,29
11/2/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45232Cluster=Jizan CL2,Rule Name=Opt Clusters",18463.0998,893.7747,334.2888,0.508,97.2566,94.476,97.7663,0.3519,99.9563,0.0937,0.1063,0.071,0.0073,0.0153,0.0287,3.5312,3.5632,3.5694,2.363,3.8657,70.3395,654,4852,511,3011,1061189480,410824584,562330,99.6693,161695325,0,450,204
11/2/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45232Cluster=Najran CL1,Rule Name=Opt Clusters",13473.1469,637.4238,244.4342,0.5037,97.9866,97.0783,98.1465,0.2206,99.9744,0.0537,0.0631,0.0463,0.0104,0.0122,0.023,3.521,3.552,3.5667,2.0741,3.8184,72.4753,244,1691,140,1218,867327021,308637487,2578700,98.4057,155125510,0,191,53
11/2/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45232Cluster=Najran CL2,Rule Name=Opt Clusters",1592.7089,75.4117,29.5027,0.5047,98.8432,98.5127,99.3492,0.3925,99.9554,0.068,0.0656,0.066,0.0601,0.1439,0.0211,3.4814,3.5115,3.5255,2.1365,3.6957,67.2075,27,343,89,268,105873461,27652383,785895,97.7317,33782215,0,6,21
11/2/2023,Jazan Province,45232Jazan Province,38181.8397,1845.2692,678.8762,0.5068,97.5015,95.654,97.8241,0.3247,99.9604,0.0858,0.0962,0.0719,0.0067,0.0158,0.0312,3.5346,3.567,3.5743,2.4014,3.7162,71.0295,1195,8978,841,5649,2211051269,881922206,1378905,99.6043,331992420,0,886,309
11/2/2023,Aseer Province,45232Aseer Province,47754.9652,2261.7011,859.3761,0.5112,97.6177,96.1129,97.8019,0.3119,99.9702,0.0573,0.0671,0.0546,0.0196,0.0287,0.0287,3.5182,3.5498,3.5684,2.1923,3.7683,71.9776,944,9242,778,5836,3080156013,1133814168,717800,99.8986,683502545,0,776,168
11/2/2023,Najran Province,45232Najran Province,15136.5351,716.0852,275.1054,0.5037,98.1237,97.7321,98.2389,0.2476,99.9716,0.0567,0.0641,0.0498,0.0164,0.0298,0.0232,3.5161,3.5469,3.5614,2.0927,3.8134,71.9035,273,2107,256,1532,979256277,337209611,3364595,98.2898,189253325,0,198,75
11/3/2023,Khamis Mushait,45233Khamis Mushait,10859.8092,517.1418,196.1739,0.507,96.2156,91.2429,96.6356,0.2517,99.9687,0.046,0.0535,0.0501,0.0021,0.0087,0.027,3.5144,3.5453,3.564,1.8729,3.6641,72.7826,172,1315,76,939,742343134,263538880,212655,99.8774,165948600,0,141,31
11/3/2023,Bishah,45233Bishah,2298.6246,107.608,42.0456,0.5103,97.2973,99.1525,96.9828,0.2371,99.9718,0.0421,0.0523,0.0313,0.0117,0.0172,0.0214,3.5014,3.532,3.558,2.9899,3.2745,72.9001,22,321,16,212,158964455,51352589,1200,99.998,57800400,0,21,1
11/3/2023,Southern Region_FDD,45233Southern Region_FDD,80135.5751,3820.2206,1426.0843,0.5079,97.5429,94.6614,98.0584,0.3035,99.9631,0.0656,0.0736,0.0619,0.0174,0.021,0.0278,3.5244,3.5553,3.5652,2.2948,3.7345,71.4541,1944,16022,1462,10147,4971100038,1868119924,1484195,99.7942,713271140,0,1303,641
11/3/2023,Southern Region_TDD,45233Southern Region_TDD,193.8459,12.5241,3.81,0.4608,95.98,95.8281,96.01,1.9834,99.9393,0.9493,0.3036,0.5189,0.0212,0.0728,0.1986,3.4689,3.4987,3.4403,4.611,6.6062,56.6014,193,522,233,350,11262127,3497106,3913345,99.3622,564334480,0,160,33
11/3/2023,Western Region_FDD,45233Western Region_FDD,14302.7744,672.5631,247.8219,0.5702,96.8323,95.7487,96.9276,0.6156,99.9736,0.1119,0.1084,0.0988,0.5729,0.0852,0.0285,3.6425,3.6702,3.6395,2.5994,3.923,62.7431,829,6057,952,2475,615124969,549402493,1046450,99.0769,110275630,0,739,90
11/3/2023,Western Region_TDD,45233Western Region_TDD,12.3036,0.5831,0.2218,0.505,94.3662,94.4444,94.359,2.4096,99.9171,0.5583,0.7317,0.2106,0.0104,0.1094,0.4806,3.5545,3.5743,3.5122,4.5546,4.1379,59.4161,12,32,17,20,582778,394543,0,100,2764800,0,11,1
11/3/2023,Abha,45233Abha,6190.7766,294.563,112.5479,0.5185,97.5039,97.4194,97.5093,0.2913,99.964,0.0414,0.0557,0.0429,0.0526,0.0144,0.0296,3.5284,3.5637,3.584,1.9278,3.722,73.7378,64,1012,46,780,402011031,162038443,16850,99.9897,154725580,0,60,4
11/3/2023,Southern Region All,45233Southern Region All,94644.499,4505.891,1677.938,0.5174,97.3001,94.8771,97.6795,0.3511,99.9634,0.0742,0.0795,0.0684,0.0798,0.0308,0.0283,3.5427,3.573,3.5762,2.3463,3.7727,70.387,2978,22633,2664,12992,5598069912,2421414066,6443990,99.5559,1390646050,0,2213,765
11/3/2023,Southern Region,45233Southern Region,80329.421,3832.7447,1429.8942,0.5077,97.4535,94.7336,97.9429,0.3131,99.962,0.0674,0.074,0.0629,0.0176,0.0239,0.0282,3.5243,3.5551,3.565,2.2988,3.7429,71.4119,2137,16544,1695,10497,4982362165,1871617030,5397540,99.5956,1277605620,0,1463,674
11/3/2023,Muhayel,45233Muhayel,1696.3759,79.6332,30.123,0.4919,97.8885,97.5904,97.911,0.385,99.9731,0.0621,0.0651,0.0533,0.006,0.0175,0.0279,3.4961,3.527,3.5446,2.3709,3.8504,70.7545,25,455,41,274,110691031,32859717,0,100,37584000,0,23,2
11/3/2023,Sabya,45233Sabya,4199.3142,203.0276,76.6605,0.5114,97.8693,97.2603,97.9103,0.2524,99.9529,0.0978,0.0879,0.0664,0.0346,0.0204,0.0313,3.5497,3.5806,3.5784,2.1546,3.9456,71.7803,74,717,73,487,244150406,109608698,217210,99.5128,40988300,0,68,6
11/3/2023,Abu Arish,45233Abu Arish,2946.5497,141.1391,52.8837,0.4911,97.9875,97.0027,98.1808,0.2629,99.9391,0.0804,0.0819,0.0755,0.0044,0.0133,0.0317,3.5125,3.5433,3.5524,2.6928,4.0141,74.7725,45,538,55,369,190039386,59960754,1555,99.9965,42248045,0,34,11
11/3/2023,Najran,45233Najran,8808.8333,415.4746,157.9321,0.5051,98.2414,95.2,98.5516,0.1909,99.9717,0.0427,0.0513,0.0385,0.0039,0.0098,0.0219,3.5302,3.5615,3.5753,2.0741,3.8119,72.656,95,917,76,696,563283288,213290518,1699080,98.7272,128654265,0,71,24
11/3/2023,Jizan,45233Jizan,7670.6919,368.2071,130.4174,0.5003,98.4499,97.1429,98.6022,0.2489,99.9769,0.0701,0.0726,0.0549,0.0062,0.0114,0.0327,3.5451,3.5764,3.5888,2.3775,3.3087,73.3806,78,1130,72,837,466689229,195610811,278270,99.7009,86949730,0,63,15
11/3/2023,Southern Remote,45233Southern Remote,34256.7017,1638.1721,606.4402,0.5097,97.4561,94.6112,98.072,0.3845,99.9584,0.0814,0.089,0.0794,0.0214,0.0361,0.0287,3.5206,3.5502,3.5537,2.4861,3.8054,69.2033,1443,9775,1146,5636,2019648927,744096354,1820805,99.6365,492634080,0,899,544
11/3/2023,Western Region,45233Western Region,14315.078,673.1462,248.0438,0.5701,96.8123,95.7377,96.907,0.6184,99.9735,0.1122,0.1089,0.0989,0.5719,0.0852,0.0288,3.6424,3.6701,3.6394,2.6006,3.9232,62.7419,841,6089,969,2495,615707747,549797036,1046450,99.0988,113040430,0,750,91
11/3/2023,Remote Jizan,45233Remote Jizan,15833.2688,771.4037,280.5996,0.5093,97.0348,92.5239,98.0038,0.3826,99.9664,0.0918,0.0999,0.0919,0.0156,0.017,0.0312,3.5324,3.5632,3.5603,2.6067,3.8762,68.3233,877,4988,576,2844,852793337,335295796,655205,99.6139,165723250,0,486,391
11/3/2023,Remote Najran,45233Remote Najran,4844.523,227.3767,87.6485,0.5091,97.9277,97.4307,98.1361,0.3191,99.9636,0.0652,0.0714,0.0583,0.0239,0.0606,0.019,3.5032,3.5301,3.5332,2.4937,3.6805,69.8883,172,866,115,608,306713910,99828576,918850,98.854,79084955,0,109,63
11/3/2023,Remote Aseer,45233Remote Aseer,13578.9098,639.3917,238.1921,0.5104,97.9096,96.2702,98.1503,0.4111,99.9454,0.0752,0.083,0.0723,0.0259,0.0484,0.0293,3.5136,3.5429,3.5534,2.3425,3.7663,70.0032,394,3921,455,2184,860141680,308971982,246750,99.9017,247825875,0,304,90
11/3/2023,Southern City,45233Southern City,44670.9753,2126.7944,798.7841,0.506,97.7228,95.95,97.9022,0.25,99.9666,0.0561,0.062,0.0499,0.0148,0.0123,0.0278,3.5264,3.558,3.5728,2.1656,3.677,72.9463,575,6405,455,4594,2878171960,1088260410,2426820,99.6773,714898920,0,481,94
11/3/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45233Cluster=Aseer CL1,Rule Name=Opt Clusters",8894.7449,423.0921,159.3994,0.5173,98.129,98.5882,98.0914,0.3238,99.9618,0.0506,0.0616,0.0506,0.0449,0.0297,0.0324,3.5299,3.5643,3.5837,2.0351,3.7473,72.8478,105,1764,98,1212,575550881,236092037,84060,99.9629,217402520,0,99,6
11/3/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45233Cluster=Aseer CL2,Rule Name=Opt Clusters",15813.0035,751.4277,281.1615,0.5064,96.3148,91.6115,96.803,0.2676,99.969,0.0528,0.0566,0.0582,0.0166,0.0276,0.0277,3.5173,3.5479,3.5636,2.0113,3.8069,71.9566,355,2319,203,1521,1052422139,380264686,227505,99.9074,236466210,0,279,76
11/3/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45233Cluster=Aseer CL3,Rule Name=Opt Clusters",5177.2239,243.2128,93.5558,0.5075,98.068,96.9697,98.1869,0.4675,99.9143,0.0632,0.089,0.0577,0.0128,0.0351,0.0242,3.4962,3.526,3.546,2.4581,3.6029,70.2572,137,1716,188,992,331284395,102200337,159665,99.8586,110927600,0,116,21
11/3/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45233Cluster=Jizan CL1,Rule Name=Opt Clusters",14612.2167,710.6493,253.8508,0.5024,97.6347,94.7672,98.1693,0.3089,99.9727,0.0804,0.0838,0.0789,0.0064,0.0146,0.0328,3.5377,3.5692,3.5707,2.5495,3.628,71.5314,443,3170,303,2045,842119179,341394134,469190,99.7346,167599165,0,289,154
11/3/2023,"Cluster=USF8 CL1,Rule Name=Opt Clusters","45233Cluster=USF8 CL1,Rule Name=Opt Clusters",13.1159,0.6571,0.2366,0.593,95.8333,100,95.4545,0.7653,100,0.1702,0.2394,0.3961,0.0839,0.0649,0.081,3.6365,3.6674,3.6916,3.3226,3.4958,71.708,2,9,4,6,577678,586406,0,100,604800,0,2,0
11/3/2023,"Cluster=USF8 CL2,Rule Name=Opt Clusters","45233Cluster=USF8 CL2,Rule Name=Opt Clusters",43.8954,1.9947,0.6956,0.4891,100,,100,0.0747,100,0.0446,0.0646,0.0229,0,0,0.0061,3.519,3.5394,3.5001,1.5008,3.5791,57.9206,0,0,0,0,3055715,1217920,820,99.7627,344780,0,0,0
11/3/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45233Cluster=Aseer CL4,Rule Name=Opt Clusters",6543.1357,305.1234,118.0369,0.5115,98.6135,97.9412,98.7482,0.3329,99.9733,0.0695,0.0741,0.0542,0.0056,0.0151,0.0231,3.499,3.5256,3.533,2.7457,3.449,71.7075,113,1501,167,840,427160357,136484722,9240,99.9926,121681590,0,85,28
11/3/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45233Cluster=Jizan CL2,Rule Name=Opt Clusters",15734.5602,758.9503,281.0108,0.5083,97.0535,92.0475,98.0063,0.334,99.9568,0.0921,0.0956,0.0768,0.0219,0.0166,0.0307,3.5353,3.5657,3.5687,2.4421,3.8895,70.3147,621,4144,467,2455,892155492,353191604,683050,99.5983,162953360,0,353,268
11/3/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45233Cluster=Najran CL1,Rule Name=Opt Clusters",10831.9969,510.1704,194.1752,0.5057,98.0297,97.2908,98.1796,0.2246,99.9668,0.0485,0.0582,0.045,0.0071,0.0134,0.0217,3.5266,3.5573,3.5685,2.0889,3.7734,72.4543,194,1339,132,995,693213767,258624764,1837315,98.864,156633755,0,149,45
11/3/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45233Cluster=Najran CL2,Rule Name=Opt Clusters",1320.7952,62.3404,24.0338,0.5036,97.2782,96.2193,98.7163,0.3452,99.9724,0.0671,0.0655,0.0586,0.0506,0.153,0.0189,3.494,3.5236,3.5287,2.1925,3.7556,67.1585,50,227,43,170,83914677,24104480,777600,97.7556,33868800,0,10,40
11/3/2023,Jazan Province,45233Jazan Province,30402.8131,1472.2781,535.9008,0.5055,97.3214,93.2672,98.0772,0.3219,99.9558,0.0864,0.09,0.0778,0.0143,0.0159,0.0317,3.5365,3.5675,3.5697,2.4916,3.7621,70.8586,1066,7328,772,4507,1737886822,696152150,1151505,99.6695,332195940,0,645,421
11/3/2023,Aseer Province,45233Aseer Province,36301.3909,1717.0019,649.9518,0.5102,97.6875,96.1471,97.8828,0.3201,99.9683,0.0566,0.0655,0.0554,0.0214,0.027,0.0275,3.5142,3.5449,3.561,2.2144,3.6996,71.9461,704,7226,638,4534,2376396564,852869032,481205,99.932,684488905,0,572,132
11/3/2023,Najran Province,45233Najran Province,12223.473,575.6865,219.3716,0.5052,97.8865,96.8944,98.1883,0.2416,99.9672,0.0509,0.0591,0.047,0.0133,0.0337,0.0214,3.5221,3.5526,3.5631,2.1099,3.7711,71.8687,248,1626,191,1189,783537501,283335582,2614915,98.6708,190848155,0,163,85
11/4/2023,Khamis Mushait,45234Khamis Mushait,13641.1309,643.5611,244.6193,0.5075,96.4701,94.6785,96.6359,0.2567,99.9676,0.0485,0.0553,0.0502,0.0028,0.0086,0.0271,3.5216,3.5532,3.5728,1.8733,3.7133,72.6268,188,1526,78,1132,915018367,339963776,58515,99.9663,166175085,0,164,24
11/4/2023,Bishah,45234Bishah,2645.6039,124.0705,48.4101,0.5132,97.2856,99.1667,97.0037,0.2322,99.9672,0.042,0.0558,0.0332,0.0023,0.014,0.0207,3.5122,3.5433,3.5703,2.9973,3.3344,72.8088,25,341,12,221,177062527,62806074,100140,99.8342,57570315,0,24,1
11/4/2023,Southern Region_FDD,45234Southern Region_FDD,93337.4759,4417.9965,1651.6057,0.5085,97.1973,93.7836,97.8092,0.3023,99.9671,0.0639,0.0721,0.0594,0.0112,0.022,0.0289,3.5286,3.5597,3.5717,2.2673,3.7188,71.529,2370,17242,1597,11004,5729396789,2209328099,1710500,99.7626,714013925,0,1571,799
11/4/2023,Southern Region_TDD,45234Southern Region_TDD,227.7339,14.4471,4.5063,0.4825,95.7831,96.2105,95.6935,1.7074,99.9398,0.8948,0.2456,0.4669,0.021,0.0658,0.2906,3.4874,3.5152,3.449,4.4948,6.2704,56.8484,231,504,179,310,13439009,5398078,3961720,99.3535,565033285,0,195,36
11/4/2023,Western Region_FDD,45234Western Region_FDD,15468.4896,723.1022,269.6845,0.5709,96.6428,97.0238,96.6084,0.6467,99.9815,0.1092,0.1034,0.0955,0.0937,0.0784,0.0291,3.6396,3.667,3.6402,2.6209,3.8944,62.9059,886,6635,965,2675,675681255,583407740,547910,99.5163,111169875,0,821,65
11/4/2023,Western Region_TDD,45234Western Region_TDD,12.0211,0.583,0.2001,0.4574,93.3333,100,92.7885,1.6807,100,0.5101,0.7071,0.1797,0.0092,0.1033,0.2588,3.4628,3.4921,3.5229,4.6492,5.0208,61.5844,15,26,6,10,557440,220542,0,100,2764800,0,15,0
11/4/2023,Abha,45234Abha,7559.5269,356.8401,136.2514,0.5157,98.1114,96.8326,98.2087,0.2765,99.9651,0.042,0.0561,0.0429,0.0164,0.0137,0.0325,3.5283,3.5642,3.589,1.9895,3.7034,73.9491,59,1151,63,871,485101738,196226707,28275,99.9826,154691715,0,52,7
11/4/2023,Southern Region All,45234Southern Region All,109045.7206,5156.1288,1925.9965,0.5175,96.998,94.3764,97.4149,0.3495,99.9676,0.0718,0.0771,0.0654,0.0208,0.0302,0.0295,3.5448,3.5754,3.5812,2.3234,3.7523,70.5297,3502,24407,2747,13999,6419074493,2798354459,6220130,99.5708,1392981885,0,2602,900
